
0,95.729896,126.844949
1,252.292747,127.504421
2,355.249160,128.619860
3,317.796136,132.823707
4,407.426401,133.037613
5,226.105619,139.032191
6,293.388399,140.283503
7,103.214377,147.331128
8,460.942905,148.455748
9,488.274024,152.869759
10,323.928955,164.943485
11,616.835781,166.015787
12,485.956415,169.302305
13,560.348149,170.503729
14,212.888630,175.191975
15,136.341292,176.847461
16,281.659877,176.849495
17,498.857902,182.380038
18,389.453071,182.537322
19,103.113261,184.818590
20,190.908654,185.734646
21,340.355394,188.661302
22,617.941467,192.475723
23,168.705883,196.671757
24,558.122817,200.855853
25,371.583238,206.586664
26,579.305774,207.635764
27,336.093640,212.798030
28,220.434749,215.831761
29,549.199901,220.621706
30,81.818285,222.679367
31,482.287910,223.469373
32,115.301030,225.886552
33,235.237584,252.062566
34,192.990517,262.919001
35,245.930777,262.720366
