
0,95.575758,126.945749
1,252.216824,127.005528
2,355.665197,128.483819
3,317.803064,134.133625
4,407.670921,134.104429
5,227.329846,140.469679
6,296.229311,144.126004
7,103.394571,147.551511
8,460.752756,150.099894
9,488.549377,152.880080
10,327.847362,162.941521
11,619.432202,163.085451
12,489.260605,167.743143
13,561.464332,171.839869
14,219.881682,173.983381
15,145.042046,177.192018
16,284.052764,177.083631
17,499.965228,185.455558
18,395.114644,180.758469
19,106.105181,185.825016
20,195.401231,185.257297
21,340.932171,189.387121
22,622.525516,195.120812
23,168.075454,196.980241
24,560.741627,201.787720
25,379.558856,209.170037
26,583.685336,208.065408
27,335.382955,213.689181
28,219.476152,218.457998
29,554.352868,221.747738
30,85.146491,225.085576
31,484.439081,223.555837
32,117.095252,226.293867
33,238.962889,253.097118
34,192.912014,266.354145
35,246.326263,265.085923
